2.23,2
4.92,2
10.2,2
11.15,2
11.75,2
12.65,2
8.36,2
14.261,2
18.271,2
19.141,2
20.221,2
21.141,2
14.511,2
22.271,2
27.031,2
34.291,2
42.952,2
46.472,2
47.092,2
49.042,2
50.932,2
57.542,2
58.452,2
58.342,2
59.502,2
60.322,2
61.622,2
62.612,2
62.952,2
66.932,2
68.932,2
69.602,2
74.203,2
75.703,2
77.703,2
78.363,2
79.743,2
81.293,2
81.663,4
84.233,2
85.363,2
85.793,2
90.303,2
90.863,2
91.273,2
92.333,2
93.023,2
93.543,2
94.033,2
102.144,1
104.204,4
110.524,2
113.294,2
118.144,2
118.824,2
119.904,2
121.544,2
126.204,2
126.704,2
127.114,2
127.714,2
127.114,2
128.615,2
129.735,2
134.605,2
135.255,2
136.235,2
137.135,2
137.685,2
137.845,2
139.765,2
143.595,2
144.345,2
145.505,2
147.475,2
149.085,2
150.615,2
151.405,2
152.555,2
153.085,2
153.615,2
154.765,2
155.985,2
156.736,2
154.745,2
160.406,2
163.546,2
164.586,2
162.336,2
166.606,2
167.236,2
167.706,2
168.136,2
168.766,2
169.776,2
170.726,2
171.326,2
171.886,2
172.726,2
173.196,2
173.396,2
174.686,2
175.146,2
174.886,2
176.376,2
177.246,2
177.676,2
178.526,2
179.966,2
181.356,2
182.056,2
192.087,2
193.297,2
188.577,2
203.367,2
204.367,2
210.787,2
211.997,2
213.217,2
213.607,2
214.878,2
215.648,2
216.028,2
217.078,2
217.668,2
218.758,2
219.038,2
219.588,2
220.308,2
220.778,2
221.448,2
221.548,2
222.828,2
223.698,2
224.938,2
226.418,2
226.548,2
229.848,2
230.588,2
230.578,2
231.938,2
234.528,2
234.668,2
236.878,2
238.628,2
238.618,2
239.838,2
241.308,2
241.948,2
245.149,2
245.779,2
248.999,2
250.839,2
253.349,2
255.859,2
256.689,2
257.439,2
258.069,2
261.419,2
261.169,2
266.539,2
267.649,2
268.129,2
268.979,2
270.399,2
271.49,2
272,2
273.48,2
275.99,2
282.24,2
282.83,2
283.42,2
283.94,2
284.35,2
284.92,2
285.42,2
286.27,2
286.63,2
287.19,2
287.72,2
288.18,2
288.72,2
289.18,2
290.62,2
291.19,2
291.66,2
293.12,2
293,2
294.92,2
295.46,2
296.38,2
297.83,2
299.281,2
300.911,2
301.961,2
303.931,2
306.101,2
306.541,2
