Activity,User,Trial Number,Time,Arduino Time,accel_X,accel_Y,accel_Z,gyro_X,gyro_Y,gyro_Z,GT
,,,52674.814,401.7300109863281,-17.98684692,0.5551348924636841,-10.41954708,-0.417831808,2.5900685787200928,-1.330464482,0
,,,52674.858,401.7900085449219,-32.99104309,-8.510074615,-14.44786358,0.9749408960342407,4.790405273,-4.84538269,0
,,,52674.888,401.82000732421875,-32.99104309,-4.828716278,-11.72004604,1.264491081237793,4.790405273,-5.678603172,0
,,,52674.918,401.8299865722656,-30.09931564,-4.828716278,-10.68754292,0.6731734871864319,6.434854507446289,-5.678603172,0
,,,52674.963,401.8900146484375,-25.5888443,3.827320098876953,-4.16710043,2.144136905670166,6.043900489807129,-6.698748112,0
,,,52674.996,401.9200134277344,-25.5888443,12.721442222595215,-0.451047063,2.780658483505249,6.043900489807129,-6.279695034,0
,,,52675.023,401.94000244140625,-13.66182137,12.721442222595215,8.770891189575195,2.624277114868164,3.969402313232422,-6.279695034,0
,,,52675.068,402,1.6989041566848755,39.19921875,20.96710968017578,1.9339994192123413,0.7562511563301086,0.17837265133857727,0
,,,52675.099,402.0299987792969,1.6989041566848755,26.70270347595215,13.731212615966797,-1.842369556,0.7562511563301086,4.354247570037842,0
,,,52675.128,402.0400085449219,-11.83250809,26.70270347595215,6.422336101531982,-3.772703648,-3.545461893,4.354247570037842,0
,,,52675.173,402.1000061035156,-16.88973808,7.862814903259277,1.5086747407913208,-3.36464572,-5.106833458,6.0121355056762695,0
,,,52675.203,402.1300048828125,-16.88973808,2.166700839996338,-1.415354609,-3.119077921,-5.106833458,5.946162223815918,0
,,,52675.233,402.1499938964844,-26.74936485,2.166700839996338,-7.278966427,-3.894876719,-6.627887726,5.946162223815918,0
,,,52675.279,402.2099914550781,-39.19921875,-6.664010525,-17.06321907,-2.846632004,-7.156897068,4.096462249755859,0
,,,52675.309,402.2399902,-39.19921875,-6.765706539,-30.67120171,-1.067792535,-7.156897068,3.2925636768341064,0
,,,52675.339,402.25,-21.95893288,-6.765706539,-20.37966919,3.6004397869110107,-2.891835928,3.2925636768341064,0
,,,52675.383,402.30999755859375,-1.861616015,11.400603294372559,4.426721572875977,1.4941763877868652,-0.933402121,0.6414085030555725,0
,,,52675.414,402.3399963378906,-1.861616015,10.761719703674316,4.980660438537598,-1.275486588,-0.933402121,-0.26145032,0
,,,52675.444,402.3599853515625,-7.570890427,10.761719703674316,3.3415768146514893,-1.340238333,0.7696901559829712,-0.26145032,0
,,,52675.488,402.4200134277344,-12.20339584,0.6221339106559753,-2.431107998,0.1661553531885147,1.4734070301055908,-1.321912408,0
,,,52675.518,402.45001220703125,-12.20339584,-3.516252995,-7.747960091,-0.02321288,1.4734070301055908,-2.373822212,0
,,,52675.548,402.4599914550781,-29.3766861,-3.516252995,-15.08794308,1.1850786209106445,4.106236457824707,-2.373822212,0
,,,52675.593,402.5199890136719,-30.64009285,-5.60279417,-12.09093285,1.7849482297897339,5.122715950012207,-5.286427498,0
,,,52675.623,402.54998779296875,-30.64009285,-3.638286829,-11.04167938,1.1496483087539673,5.122715950012207,-5.874080181,0
,,,52675.653,402.57000732421875,-26.23131752,-3.638286829,-10.58225822,1.918116807937622,6.052452564239502,-5.874080181,0
,,,52675.699,402.6300048828125,-25.18445969,2.885744094848633,-4.655236244,2.7904324531555176,5.583308219909668,-6.900333405,0
,,,52675.729,402.6600036621094,-25.18445969,12.266804695129395,0.21415762603282928,2.2516491413116455,5.583308219909668,-6.809925556,0
,,,52675.759,402.6700134277344,-14.40718555,12.266804695129395,8.121239662,1.880243182182312,4.0463714599609375,-6.809925556,0
,,,52675.803,402.7300109863281,0.39601215720176697,39.19921875,25.945377349853516,1.2217304706573486,0.24190263450145721,1.0396926403045654,0
,,,52675.835,402.7600098,0.39601215720176697,28.408788681030273,14.19542121887207,-2.419026375,0.24190263450145721,4.8453826904296875,0
,,,52675.864,402.7799987792969,-17.33360672,28.408788681030273,5.8959150314331055,-4.276056767,-3.804468632,4.8453826904296875,0
,,,52675.908,402.8399963378906,-24.07538605,6.764509677886963,-0.498903543,-4.571715355,-6.406754494,6.533814430236816,0
,,,52675.939,402.8699951171875,-24.07538605,3.239881753921509,-3.34038043,-3.156951427,-6.406754494,6.168517112731934,0
,,,52675.968,402.8800048828125,-35.0883522,3.239881753921509,-11.59920788,-2.900388241,-7.931474209,6.168517112731934,0
,,,52676.014,402.94000244140625,-39.19921875,-4.303491592,-20.45863342,-1.419650793,-8.019438744,5.282762527,0
,,,52676.045,402.9700012207031,-39.19921875,-16.23051643,-25.26820946,1.3878858089447021,-8.019438744,4.867373943328857,0
,,,52676.075,402.9899902,-13.91187,-16.23051643,-23.6686058,1.9657642841339111,-2.166128159,4.867373943328857,0
,,,52676.121,403.04998779296875,-3.412164927,4.694717884063721,-11.94138145,3.360980511,0.978606105,-1.251052022,0
,,,52676.148,403.0799865722656,-3.412164927,6.884150981903076,3.473182201385498,-1.397659659,0.978606105,-0.496022582,0
,,,52676.179,403.0899963378906,-8.141578674,6.884150981903076,4.711467742919922,-1.098335743,0.8258897662162781,-0.496022582,0
,,,52676.225,403.1499938964844,-11.42572784,2.445464611053467,0.8327023386955261,-0.472809702,0.8955284357070923,-0.658512712,0
,,,52676.255,403.17999267578125,-11.42572784,-3.805784464,-8.647661209,-0.017104227,0.8955284357070923,-2.006081343,0
,,,52676.283,403.20001220703125,-24.7848568,-3.805784464,-16.52004814,0.46670106053352356,3.456275463104248,-2.006081343,0
,,,52676.331,403.2600098,-34.99024582,-8.334200859,-15.28774452,1.7434093952178955,5.696928977966309,-6.093991756,0
,,,52676.359,403.2900085449219,-34.99024582,-5.535795212,-13.2143631,1.175304651260376,5.696928977966309,-6.81114769,0
,,,52676.388,403.29998779296875,-32.00400162,-5.535795212,-9.792627335,1.5234979391098022,6.878342151641846,-6.81114769,0
,,,52676.434,403.3599853515625,-28.99024391,10.937591552734375,-2.590230465,2.621833562850952,6.040235519,-7.243639946,0
,,,52676.465,403.3900146484375,-28.99024391,22.719852447509766,4.375276089,2.9297096729278564,6.040235519,-6.37498951,0
,,,52676.493,403.4100036621094,-12.45703506,22.719852447509766,16.336997985839844,2.434908866882324,3.597996234893799,-6.37498951,0
,,,52676.541,403.4700012207031,-3.482753515,36.36252975463867,20.66322135925293,0.39584067463874817,-1.551597714,3.654195785522461,0
,,,52676.568,403.5,-3.482753515,22.789241790771484,9.102297783,-4.006054401,-1.551597714,5.960822582244873,0
,,,52676.598,403.5100098,-20.04706764,22.789241790771484,1.1282157897949219,-4.07324934,-5.192354679,5.960822582244873,0
,,,52676.645,403.57000732421875,-22.24846458,5.0464630126953125,-0.857826889,-2.908940077,-6.449515343,6.568022727966309,0
,,,52676.675,403.6000061035156,-22.24846458,0.4809573292732239,-5.855237007,-3.643200159,-6.449515343,6.383541584014893,0
,,,52676.705,403.6199951171875,-37.97289658,0.4809573292732239,-18.75255013,-2.792875767,-7.165449142,6.383541584014893,0
,,,52676.751,403.67999267578125,-33.17169952,-10.59302521,-24.30270386,-0.276111096,-6.126978397,4.186870098114014,0
,,,52676.779,403.7099914550781,-33.17169952,-1.974078774,-7.785048485,2.3542747497558594,-6.126978397,2.769663095474243,0
,,,52676.809,403.7200012207031,-0.311066955,-1.974078774,0.15074782073497772,0.8161159753799438,-0.913854361,2.769663095474243,0
,,,52676.855,403.7799987792969,-8.384449959,5.648258209228516,4.4004011154174805,0.12095131725072861,-0.206472442,-0.051312678,0
,,,52676.884,403.80999755859375,-8.384449959,3.8739800453186035,2.9826533794403076,-0.30787608,-0.206472442,-0.392175466,0
,,,52676.913,403.8299865722656,-8.172685623,3.8739800453186035,1.7001004219055176,0.14538592100143433,0.2125810980796814,-0.392175466,0
,,,52676.96,403.8900146484375,-12.71785259,0.1339980810880661,-3.867997885,-0.509461582,1.4819591045379639,-1.512502313,0
,,,52676.989,403.9200134277344,-12.71785259,-3.774677753,-8.039884567,-0.607200027,1.4819591045379639,-2.238210201,0
,,,52677.018,403.92999267578125,-20.88934326,-3.774677753,-9.894321442,0.49235740303993225,3.1887166500091553,-2.238210201,0
,,,52677.063,403.9899902,-23.84208679,-5.430510521,-8.772088051,1.7263051271438599,4.051258087158203,-3.887546301,0
,,,52677.093,404.0199890136719,-23.84208679,-5.860023022,-10.24606609,0.7904595732688904,4.051258087158203,-4.646240711,0
,,,52677.123,404.0400085449219,-24.00001144,-5.860023022,-10.82273769,1.0885618925094604,5.442809104919434,-4.646240711,0
,,,52677.169,404.1000061035156,-20.66322136,1.4105689525604248,-4.191028595,1.722640037536621,5.105611801147461,-5.898514748,0
,,,52677.199,404.1300048828125,-20.66322136,9.205189705,-0.613759041,2.0195205211639404,5.105611801147461,-5.555208683,0
,,,52677.228,404.1400146484375,-13.57328606,9.205189705,4.53918457,1.8716909885406494,3.843564033508301,-5.555208683,0
,,,52677.274,404.20001220703125,-4.137190342,26.68236541748047,11.818150520324707,1.2131783962249756,2.0195205211639404,-1.960877419,0
,,,52677.305,404.2300109863281,-4.137190342,25.153350830078125,14.794822692871094,-0.689055979,2.0195205211639404,1.5735888481140137,0
,,,52677.334,404.25,-5.698507309,25.153350830078125,9.722038269042969,-2.305405378,-2.045176744,1.5735888481140137,0
,,,52677.381,404.30999755859375,-13.39621735,10.442277908325195,1.195214867591858,-3.022561312,-4.40433836,5.452582836151123,0
,,,52677.408,404.3399963378906,-13.39621735,7.611568927764893,1.7120646238327026,-2.189341068,-4.40433836,5.921727657318115,0
,,,52677.438,404.3500061035156,-21.21117592,7.611568927764893,-0.975075245,-3.106860638,-5.821546078,5.921727657318115,0
,,,52677.483,404.4100036621094,-32.19662476,-3.653840303,-7.469195843,-3.02011776,-7.090923786,5.442809104919434,0
,,,52677.514,404.44000244140625,-32.19662476,-5.240281105,-14.12363434,-2.761110783,-7.090923786,4.665788650512695,0
,,,52677.543,404.4599914550781,-30.48575783,-5.240281105,-32.51247787,-0.140499011,-5.187467575,4.665788650512695,0
,,,52677.589,404.5199890136719,-3.913461447,14.547165870666504,4.342973232269287,4.866152286529541,-1.557706356,1.9230037927627563,0
,,,52677.618,404.54998779296875,-3.913461447,7.362715244293213,6.498906135559082,-1.299921274,-1.557706356,0.042760565876960754,0
,,,52677.648,404.55999755859375,-8.300702095,7.362715244293213,3.3308093547821045,-1.254717112,0.5571090579032898,0.042760565876960754,0
,,,52677.695,404.6199951171875,-7.680960655,4.851447582244873,1.5134602785110474,0.1820378452539444,0.3176499307155609,-0.313984752,0
,,,52677.723,404.6499938964844,-7.680960655,6.180661201477051,0.9020941257476807,0.009773844,0.3176499307155609,-0.327423781,0
,,,52677.754,404.6700134277344,-12.57189083,6.180661201477051,-5.121837139,-1.363451123,1.510058879852295,-0.327423781,0
,,,52677.801,404.7300109863281,-24.66162682,-14.36889935,-15.03649807,-0.913854361,3.525913953781128,-3.558900833,0
,,,52677.829,404.7600098,-24.66162682,-7.921439648,-14.05663681,1.7018704414367676,3.525913953781128,-4.879591465,0
,,,52677.859,404.7699890136719,-29.6542511,-7.921439648,-12.35294724,1.0506882667541504,5.547877788543701,-4.879591465,0
,,,52677.905,404.8299865722656,-25.36870575,-0.179461718,-7.635497093,0.8637634515762329,6.108652114868164,-6.115983009,0
,,,52677.933,404.8599853515625,-25.36870575,4.542773723602295,-3.254238844,2.009746551513672,6.108652114868164,-6.145304203,0
,,,52677.965,404.8800048828125,-18.95235062,4.542773723602295,-0.806381285,2.3652703762054443,5.017646789550781,-6.145304203,0
,,,52678.011,404.94000244140625,-9.072387695,23.04288101196289,7.892724990844727,2.3212878704071045,3.202155590057373,-3.297450542,0
,,,52678.039,404.9700012207031,-9.072387695,26.51367188,12.733406066894531,1.3842206001281738,3.202155590057373,-1.138652802,0
,,,52678.068,404.9800109863281,-2.266003132,26.51367188,14.965909004211426,-0.631634653,-0.807563841,-1.138652802,0
,,,52678.114,405.0400085449219,-8.663214684,12.299108505249023,8.640481948852539,-2.065946341,-2.984687567,4.109901428222656,0
,,,52678.145,405.07000732421875,-8.663214684,9.515059471130371,4.167100429534912,-2.601064205,-2.984687567,4.768414021,0
,,,52678.175,405.0899963378906,-17.07159424,9.515059471130371,0.4833501875400543,-2.212553978,-5.466022015,4.768414021,0
,,,52678.221,405.1499938964844,-25.03131866,6.842276573181152,-4.2544384,-2.504547358,-6.247929573,6.1966166496276855,0
,,,52678.248,405.17999267578125,-25.03131866,-0.839880764,-10.38844013,-2.235766888,-6.247929573,5.865527629852295,0
,,,52678.279,405.19000244140625,-39.19921875,-0.839880764,-14.07697582,-0.957836688,-6.86123848,5.865527629852295,0
,,,52678.323,405.25,-28.47937775,-15.3475647,-24.80040932,0.15882496535778046,-4.965112686,4.008497714996338,0
,,,52678.353,405.2799987792969,-28.47937775,-25.03490829,-21.53301239,2.2492058277130127,-4.965112686,0.626747727,0
,,,52678.383,405.29998779296875,-2.055434704,-25.03490829,37.67858123779297,1.4624114036560059,-2.443460941,0.626747727,0
,,,52678.428,405.3599853515625,-10.08574677,3.322434425354004,1.447657585144043,-0.723264456,0.4288274049758911,-0.415388376,0
,,,52678.459,405.3900146484375,-10.08574677,4.896911621,3.287738561630249,0.18081611394882202,0.4288274049758911,-0.505796432,0
,,,52678.489,405.3999938964844,-12.16391373,4.896911621,-3.017349482,-0.288328409,1.1239920854568481,-0.505796432,0
,,,52678.533,405.4599914550781,-20.57588196,-7.7838521,-11.47119141,-0.350636661,2.8967227935791016,-2.962696314,0
,,,52678.564,405.4899902,-20.57588196,-14.57827282,-17.05245209,0.7159340977668762,2.8967227935791016,-4.558276176,0
,,,52678.595,405.5100098,-33.49832153,-14.57827282,-14.99582005,1.6872097253799438,5.177693843841553,-4.558276176,0
,,,52678.639,405.57000732421875,-30.18545914,-3.918247223,-12.23928833,1.1166616678237915,6.649878978729248,-6.945537567,0
,,,52678.668,405.6000061035156,-30.18545914,0.10767702758312225,-8.748160362,2.0280725955963135,6.649878978729248,-7.242417812,0
,,,52678.699,405.6099853515625,-26.53281403,0.10767702758312225,-3.34875536,2.5778512954711914,6.192951679229736,-7.242417812,0
,,,52678.743,405.6700134277344,-21.42533684,23.200809478759766,5.568098545074463,2.383596181869507,5.312084197998047,-5.930279732,0
,,,52678.773,405.70001220703125,-21.42533684,39.19921875,23.097917556762695,1.6004669666290283,5.312084197998047,-2.459343433,0
,,,52678.803,405.7200012207031,-2.286342144,39.19921875,26.749364852905273,-0.70860368,-0.444709897,-2.459343433,0
,,,52678.848,405.7799987792969,-17.5812664,13.290932655334473,4.479364395141602,-3.279124498,-4.053701878,5.820323944091797,0
,,,52678.879,405.80999755859375,-17.5812664,7.5984086990356445,-0.850648522,-3.651752472,-4.053701878,5.678603172302246,0
,,,52678.909,405.82000732421875,-21.60838699,7.5984086990356445,-3.933800459,-2.605951071,-6.524040699,5.678603172302246,0
,,,52678.953,405.8800048828125,-25.20838737,2.056631088256836,-6.260820866,-2.458121538,-7.042054176,5.7103681564331055,0
,,,52678.984,405.9100036621094,-25.20838737,-3.458825111,-12.1352005,-3.352428436,-7.042054176,5.123937606811523,0
,,,52679.013,405.92999267578125,-38.67040634,-3.458825111,-17.73679924,-1.84114778,-7.541742325,5.123937606811523,0
,,,52679.063,405.9899902,-33.04847336,-30.18904686,-23.96172714,2.0280725955963135,-2.438574076,1.381777048110962,0
,,,52679.089,406.0199890136719,-33.04847336,10.681560516357422,5.164907932281494,1.7238616943359375,-2.438574076,2.0366246700286865,0
,,,52679.118,406.0299987792969,-7.785048485,10.681560516357422,4.607379913330078,-0.840550542,-0.219911486,2.0366246700286865,0
,,,52679.163,406.0899963378906,-9.133404732,1.2801601886749268,-1.649851322,0.056199599,0.45204028487205505,-0.739146888,0
,,,52679.194,406.1199951171875,-9.133404732,1.1425728797912598,-3.14895463,1.4770721197128296,0.45204028487205505,-1.313360214,0
,,,52679.223,406.1400146484375,-14.71705532,1.1425728797912598,-6.348158836,0.3787364363670349,2.428800106048584,-1.313360214,0
,,,52679.268,406.20001220703125,-22.41237259,-4.863411903,-9.999606133,-0.174707457,3.754377603530884,-3.534466267,0
,,,52679.299,406.2300109863281,-22.41237259,-2.104487658,-6.927221775,1.3255774974822998,3.754377603530884,-3.922976494,0
,,,52679.329,406.2399902,-22.41237259,-2.104487658,-8.556733131,0.929736853,4.604701995849609,-3.922976494,0
,,,52679.374,406.29998779296875,-19.97049713,-4.959125042,-8.49332428,1.3939944505691528,4.829500675201416,-5.246110916,0
,,,52679.404,406.3299865722656,-19.97049713,-0.242871508,-4.986642361,1.7788395881652832,4.829500675201416,-5.514891148,0
,,,52679.434,406.3500061035156,-16.16830254,-0.242871508,-2.266003132,1.5906931161880493,4.436103343963623,-5.514891148,0
