Activity,User,Trial Number,Time,Arduino Time,accel_X,accel_Y,accel_Z,gyro_X,gyro_Y,gyro_Z,GT
,,,52633.998,360.9259948730469,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.958,367.8859863,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.959,367.88800048828125,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.959,367.8909912109375,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.973,367.89300537109375,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.974,367.9060059,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.974,367.9079895019531,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.988,367.9110107421875,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52640.989,367.9129943847656,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,0.10751228034496307,0
,,,52641.003,367.9320068359375,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,-0.007330383,0
,,,52641.018,367.9519958496094,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,-0.019547688,0
,,,52641.034,367.9620056152344,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.002443461,-0.064751714,0
,,,52641.048,367.9639892578125,-9.456435204,2.2229323387145996,0.9882357716560364,-0.085521132,0.2577851116657257,-0.064751714,0
,,,52641.064,367.99200439453125,-9.456435204,2.2229323387145996,0.9882357716560364,-0.160046697,0.2577851116657257,-0.196698606,0
,,,52641.079,368.0119934082031,-9.456435204,2.2229323387145996,0.9882357716560364,-0.1001819,0.2577851116657257,-0.218689755,0
,,,52641.123,368.052002,-9.456435204,2.2229323387145996,0.3230310380458832,0.028099799528717995,0.2565633952617645,-0.279776275,0
,,,52641.154,368.0719909667969,-9.456435204,0.1866401731967926,0.3230310380458832,0.10506881773471832,0.22479839622974396,-0.279776275,0
,,,52641.198,368.1310119628906,-9.85244751,-0.088534437,-0.06460622,0.12950342893600464,0.1466076523065567,-0.323758572,0
,,,52641.228,368.1610107421875,-9.85244751,-0.126819596,0.10289137810468674,0.21624629199504852,0.1466076523065567,-0.311541259,0
,,,52641.259,368.1709899902344,-9.659825325,-0.126819596,0.5862415432929993,0.18081611394882202,0.20525071024894714,-0.311541259,0
,,,52641.304,368.2309875488281,-9.724431992,-0.135194495,0.3361915946006775,0.10873401165008545,0.3591887652873993,-0.386066824,0
,,,52641.334,368.2609863,-9.724431992,-0.404387027,0.63888365,0.073303826,0.3591887652873993,-0.498466045,0
,,,52641.364,368.2810059,-9.60000515,-0.404387027,-0.135194495,0.05009095,0.6927211880683899,-0.498466045,0
,,,52641.409,368.3420104980469,-9.56770134,-0.623330295,-0.623330295,-0.042760566,0.8332201242446899,-0.862541676,0
,,,52641.442,368.3699951171875,-9.56770134,-1.222732306,-1.233500004,-0.237015709,0.8332201242446899,-0.885754585,0
,,,52641.468,368.3800048828125,-9.65025425,-1.222732306,-1.363908887,-0.245567828,0.7867944240570068,-0.885754585,0
,,,52641.513,368.44000244140625,-10.0079813,-2.281556368,-1.503889084,-0.204028994,0.750142515,-0.807563841,0
,,,52641.543,368.4700012207031,-10.0079813,-1.984846354,-1.613958836,-0.270002455,0.750142515,-0.70860368,0
,,,52641.573,368.4899902,-9.943374634,-1.984846354,-2.306681156,-0.315206438,0.6536257863044739,-0.70860368,0
,,,52641.618,368.54998779296875,-9.741181374,-2.449054003,-2.248056889,-0.403171062,0.5998696088790894,-0.509461582,0
