8.671,0
10.541,0
12.441,0
14.801,0
15.261,0
16.711,0
18.641,0
19.361,0
19.971,0
21.061,0
22.501,0
23.442,0
24.462,0
25.582,0
26.872,0
27.032,0
29.492,0
32.122,0
32.592,0
33.532,0
34.042,0
35.112,0
35.542,0
38.013,0
40.673,0
41.173,0
43.003,0
43.923,0
45.303,0
46.803,2
47.833,1
54.704,0
58.334,0
58.954,2
59.324,1
61.444,2
62.804,2
63.604,2
64.494,2
65.334,2
65.894,0
66.934,2
69.845,2
71.305,1
77.305,0
77.745,2
77.905,2
79.065,2
79.625,1
84.226,2
87.286,2
88.346,1
89.676,1
91.666,3
94.546,3
99.747,3
100.427,1
100.947,3
101.537,3
102.147,1
102.837,1
103.447,1
106.197,1
109.217,3
111.107,1
114.298,1
114.958,1
117.598,1
117.768,1
119.928,1
121.688,1
122.348,1
123.168,1
123.118,4
125.588,4
126.308,1
126.218,4
128.158,4
130.579,4
132.399,4
133.289,1
133.089,4
135.299,1
137.299,1
138.009,1
138.569,1
139.739,1
140.249,1
141.459,4
142.149,1
143.009,1
144.56,1
145.43,1
147.01,1
146.58,4
149.79,1
150.5,1
151.24,1
151.8,1
152.49,1
154.33,1
154.89,1
156.86,1
157.76,1
158.741,1
159.301,1
159.091,1
161.141,1
161.691,1
161.091,4
163.631,1
164.941,1
166.851,1
169.931,1
172.241,1
174.462,1
175.272,4
179.472,1
180.272,1
181.902,1
182.352,1
186.562,1
187.362,1
187.702,4
189.993,1
188.983,4
195.003,1
195.333,1
194.293,1
196.733,1
199.253,1
200.343,1
201.443,1
209.384,1
210.494,1
211.864,1
212.314,1
213.494,4
215.374,4
217.244,4
217.094,4
219.745,1
221.025,1
231.735,1
238.856,1
240.246,1
241.556,1
242.616,1
243.046,1
250.367,1
251.927,1
252.497,1
254.797,1
255.977,1
258.777,1
263.047,1
