15.521,1
17.241,1
20.091,1
23.932,1
24.582,1
25.552,1
26.002,1
27.292,3
28.142,1
29.092,3
31.752,1
32.862,1
33.872,1
34.752,1
35.382,1
38.603,3
43.533,2
44.293,0
44.813,1
45.843,1
48.743,1
49.143,1
50.423,1
51.103,2
53.393,1
54.294,1
55.794,3
58.544,2
58.504,4
60.134,1
62.084,1
62.714,1
63.744,1
66.004,1
66.964,1
67.894,3
68.344,3
71.565,1
72.955,3
73.825,1
78.525,3
79.095,2
83.435,2
87.556,1
89.036,2
92.756,1
92.296,1
94.706,2
95.866,2
99.766,3
100.647,1
101.437,2
101.907,1
111.977,1
112.457,2
113.627,4
116.818,0
117.698,1
118.578,4
121.868,1
123.458,1
123.818,1
125.268,1
126.638,1
128.198,1
127.968,1
131.769,3
133.129,1
133.979,1
135.559,1
136.019,2
136.839,1
137.969,1
139.049,1
140.389,1
141.459,1
142.949,0
144.079,3
145.749,0
146.57,1
147.92,2
148.67,1
151.78,1
154.2,1
156.08,1
156.82,2
157.82,2
159.3,2
160.38,2
161.52,1
161.881,2
163.931,1
164.661,3
166.001,1
166.681,2
167.671,2
169.271,2
170.271,2
170.861,1
172.011,1
175.321,1
177.532,3
177.902,1
179.492,1
180.732,4
183.402,1
184.202,1
185.032,1
185.632,1
187.962,1
188.542,1
188.902,1
190.432,1
194.373,1
194.953,1
195.723,1
197.013,1
197.993,1
197.713,1
199.263,1
200.423,1
200.873,2
202.683,2
202.173,2
204.253,1
204.623,1
205.303,3
205.513,1
206.453,2
213.124,1
214.424,3
214.184,3
216.314,3
217.804,1
218.434,1
219.894,1
221.014,1
222.834,1
224.515,1
225.755,2
226.765,1
233.165,3
236.725,2
242.906,4
243.376,2
248.276,1
248.246,1
251.616,1
252.996,1
253.646,1
259.027,2
263.107,1
263.357,1
264.047,1
267.117,4
268.347,4
268.657,1
270.778,1
275.828,1
