11.151,1
12.521,1
13.651,1
14.361,1
14.761,1
17.101,1
18.181,1
21.011,1
22.022,1
22.072,1
24.412,1
25.802,1
26.972,1
27.442,2
37.863,1
38.823,1
42.303,3
42.783,3
44.893,1
46.073,1
47.853,1
50.724,2
51.284,1
51.814,3
52.514,1
53.154,3
54.364,2
54.194,1
55.384,1
60.024,2
61.694,1
62.784,1
66.745,1
67.115,1
68.185,1
74.265,2
74.025,1
75.435,1
79.156,2
81.676,1
81.186,4
87.366,2
88.486,1
89.296,1
89.776,1
90.786,1
95.777,1
100.727,2
101.467,2
102.587,3
104.347,1
105.267,1
108.168,1
109.238,2
110.348,1
110.168,1
111.348,1
111.938,3
111.898,1
113.558,1
114.078,1
115.158,1
115.368,3
116.828,3
117.238,1
118.438,3
121.569,2
123.609,2
124.009,4
124.659,1
125.139,3
126.479,0
128.419,1
128.629,4
129.499,1
129.279,2
131.499,1
132.439,2
134.51,1
134.82,0
136.67,2
137.38,1
137.57,2
138.96,2
140.23,3
140.5,1
142.32,1
143.4,1
144.42,2
145.27,2
146.54,2
147.18,1
149.031,3
149.661,2
150.091,1
150.551,1
151.621,1
152.381,1
153.871,1
154.621,1
155.321,1
156.281,1
157.181,3
157.911,1
158.391,1
159.411,1
160.301,1
162.812,2
163.512,3
164.022,1
167.032,0
168.302,3
168.722,3
170.282,3
171.192,3
173.682,1
174.432,1
175.162,1
176.273,1
177.223,2
178.563,3
179.113,1
183.453,1
184.003,1
185.603,1
186.873,3
188.133,2
189.433,4
190.044,1
191.524,3
192.584,1
193.214,1
195.354,1
195.784,2
196.344,1
197.484,2
197.954,2
200.984,2
203.084,1
203.194,1
204.855,1
206.105,2
206.835,2
207.245,1
208.105,2
208.885,3
210.625,1
211.885,1
213.685,2
215.465,2
219.806,1
231.256,1
234.007,4
237.137,3
237.857,1
238.817,2
240.137,3
240.337,1
241.537,1
242.737,4
247.698,1
248.688,2
251.828,2
252.088,3
253.138,1
254.938,2
256.888,2
257.578,2
259.078,1
265.809,3
